Country,Model,MAE,RMSE,MAPE
Austria,RandomForest,1.0914558333333382,1.3107582625346346,1.4912741483723018
Canada,LinearTrend,5.297971263944163,6.36078039657397,0.8579814441453334
Egypt,ARIMA_1_1_1,5.2589721932693365,6.721633915862722,2.3828299223253366
France,Ridge,11.41168273693917,16.647055079884343,2.3663347747347214
Germany,Ridge,9.800325165122146,11.103643444586055,1.8969354475965003
Kuwait,LinearTrend,1.435811894933419,1.8229923740927514,1.6999458010396165
Tunisia,Ridge,0.5952937389848447,0.70656381029895,2.5290920803338963
