Area,Year,Subcategory,Unit,Value
Canada,2010,Aggregate fuel,%,24.1
Canada,2010,Aggregate fuel,%,9.86
Canada,2010,Aggregate fuel,%,59.59
Canada,2010,Aggregate fuel,%,61.07
Canada,2010,Aggregate fuel,%,1.48
Canada,2010,Aggregate fuel,TWh,460.7
Canada,2010,Aggregate fuel,TWh,146.33
Canada,2010,Aggregate fuel,TWh,59.88
Canada,2010,Aggregate fuel,TWh,361.69
Canada,2010,Aggregate fuel,TWh,370.67
Canada,2010,Aggregate fuel,TWh,8.98
Canada,2010,Fuel,%,1.7
Canada,2010,Fuel,%,14.24
Canada,2010,Fuel,%,8.69
Canada,2010,Fuel,%,57.89
Canada,2010,Fuel,%,14.83
Canada,2010,Fuel,%,1.17
Canada,2010,Fuel,%,0.04
Canada,2010,Fuel,%,1.44
Canada,2010,Fuel,TWh,10.3
Canada,2010,Fuel,TWh,86.45
Canada,2010,Fuel,TWh,52.78
Canada,2010,Fuel,TWh,351.39
Canada,2010,Fuel,TWh,90.03
Canada,2010,Fuel,TWh,7.1
Canada,2010,Fuel,TWh,0.26
Canada,2010,Fuel,TWh,8.72
Canada,2010,Total,TWh,607.03
Canada,2010,Electricity imports,TWh,-25.02
Canada,2010,Aggregate fuel,mtCO2,11.09
Canada,2010,Aggregate fuel,mtCO2,119.29
Canada,2010,Aggregate fuel,mtCO2,42.77
Canada,2010,Aggregate fuel,mtCO2,10.58
Canada,2010,Aggregate fuel,mtCO2,10.67
Canada,2010,Aggregate fuel,mtCO2,0.09
Canada,2010,CO2 intensity,gCO2/kWh,214.78
Canada,2010,Fuel,mtCO2,2.23
Canada,2010,Fuel,mtCO2,76.52
Canada,2010,Fuel,mtCO2,38.1
Canada,2010,Fuel,mtCO2,8.35
Canada,2010,Fuel,mtCO2,0.42
Canada,2010,Fuel,mtCO2,4.67
Canada,2010,Fuel,mtCO2,0.01
Canada,2010,Fuel,mtCO2,0.08
Canada,2010,Total,mtCO2,130.38
Canada,2011,Aggregate fuel,GW,95.93
Canada,2011,Aggregate fuel,GW,32.17
Canada,2011,Aggregate fuel,GW,18.6
Canada,2011,Aggregate fuel,GW,77.46
Canada,2011,Aggregate fuel,GW,83.27
Canada,2011,Aggregate fuel,GW,5.81
Canada,2011,Fuel,GW,2.06
Canada,2011,Fuel,GW,13.57
Canada,2011,Fuel,GW,16.32
Canada,2011,Fuel,GW,75.4
Canada,2011,Fuel,GW,12.66
Canada,2011,Fuel,GW,2.28
Canada,2011,Fuel,GW,0.55
Canada,2011,Fuel,GW,5.26
Canada,2011,Demand,TWh,601.59
Canada,2011,Demand per capita,MWh,17.41
Canada,2011,Aggregate fuel,%,76.72
Canada,2011,Aggregate fuel,%,23.29
Canada,2011,Aggregate fuel,%,10.77
Canada,2011,Aggregate fuel,%,60.47
Canada,2011,Aggregate fuel,%,62.16
Canada,2011,Aggregate fuel,%,1.69
Canada,2011,Aggregate fuel,TWh,489.63
Canada,2011,Aggregate fuel,TWh,148.64
Canada,2011,Aggregate fuel,TWh,68.74
Canada,2011,Aggregate fuel,TWh,385.93
Canada,2011,Aggregate fuel,TWh,396.69
Canada,2011,Aggregate fuel,TWh,10.76
Canada,2011,Fuel,%,1.6
Canada,2011,Fuel,%,12.52
Canada,2011,Fuel,%,9.8
Canada,2011,Fuel,%,58.87
Canada,2011,Fuel,%,14.56
Canada,2011,Fuel,%,0.97
Canada,2011,Fuel,%,0.09
Canada,2011,Fuel,%,1.6
Canada,2011,Fuel,TWh,10.21
Canada,2011,Fuel,TWh,79.9
Canada,2011,Fuel,TWh,62.53
Canada,2011,Fuel,TWh,375.72
Canada,2011,Fuel,TWh,92.94
Canada,2011,Fuel,TWh,6.21
Canada,2011,Fuel,TWh,0.57
Canada,2011,Fuel,TWh,10.19
Canada,2011,Total,TWh,638.27
Canada,2011,Electricity imports,TWh,-36.68
Canada,2011,Aggregate fuel,mtCO2,11.71
Canada,2011,Aggregate fuel,mtCO2,119.89
Canada,2011,Aggregate fuel,mtCO2,49.22
Canada,2011,Aggregate fuel,mtCO2,11.14
Canada,2011,Aggregate fuel,mtCO2,11.27
Canada,2011,Aggregate fuel,mtCO2,0.13
Canada,2011,CO2 intensity,gCO2/kWh,206.18
Canada,2011,Fuel,mtCO2,2.21
Canada,2011,Fuel,mtCO2,70.67
Canada,2011,Fuel,mtCO2,45.13
Canada,2011,Fuel,mtCO2,8.93
Canada,2011,Fuel,mtCO2,0.44
Canada,2011,Fuel,mtCO2,4.09
Canada,2011,Fuel,mtCO2,0.03
Canada,2011,Fuel,mtCO2,0.1
Canada,2011,Total,mtCO2,131.6
Canada,2012,Aggregate fuel,GW,97.97
Canada,2012,Aggregate fuel,GW,32.39
Canada,2012,Aggregate fuel,GW,19.05
Canada,2012,Aggregate fuel,GW,77.53
Canada,2012,Aggregate fuel,GW,84.6
Canada,2012,Aggregate fuel,GW,7.07
Canada,2012,Fuel,GW,2.17
Canada,2012,Fuel,GW,13.34
Canada,2012,Fuel,GW,16.77
Canada,2012,Fuel,GW,75.36
Canada,2012,Fuel,GW,13.37
Canada,2012,Fuel,GW,2.28
Canada,2012,Fuel,GW,0.87
Canada,2012,Fuel,GW,6.2
Canada,2012,Demand,TWh,589.79
Canada,2012,Demand per capita,MWh,16.89
Canada,2012,Aggregate fuel,%,78.17
Canada,2012,Aggregate fuel,%,21.82
Canada,2012,Aggregate fuel,%,10.93
Canada,2012,Aggregate fuel,%,61.45
Canada,2012,Aggregate fuel,%,63.37
Canada,2012,Aggregate fuel,%,1.92
Canada,2012,Aggregate fuel,TWh,497.57
Canada,2012,Aggregate fuel,TWh,138.97
Canada,2012,Aggregate fuel,TWh,69.62
Canada,2012,Aggregate fuel,TWh,391.18
Canada,2012,Aggregate fuel,TWh,403.37
Canada,2012,Aggregate fuel,TWh,12.19
Canada,2012,Fuel,%,1.71
Canada,2012,Fuel,%,10.89
Canada,2012,Fuel,%,9.93
Canada,2012,Fuel,%,59.74
Canada,2012,Fuel,%,14.8
Canada,2012,Fuel,%,1.0
Canada,2012,Fuel,%,0.14
Canada,2012,Fuel,%,1.78
Canada,2012,Fuel,TWh,10.91
Canada,2012,Fuel,TWh,69.35
Canada,2012,Fuel,TWh,63.24
Canada,2012,Fuel,TWh,380.27
Canada,2012,Fuel,TWh,94.2
Canada,2012,Fuel,TWh,6.38
Canada,2012,Fuel,TWh,0.88
Canada,2012,Fuel,TWh,11.31
Canada,2012,Total,TWh,636.54
Canada,2012,Electricity imports,TWh,-46.75
Canada,2012,Aggregate fuel,mtCO2,11.99
Canada,2012,Aggregate fuel,mtCO2,111.11
Canada,2012,Aggregate fuel,mtCO2,49.85
Canada,2012,Aggregate fuel,mtCO2,11.4
Canada,2012,Aggregate fuel,mtCO2,11.55
Canada,2012,Aggregate fuel,mtCO2,0.15
Canada,2012,CO2 intensity,gCO2/kWh,193.39
Canada,2012,Fuel,mtCO2,2.36
Canada,2012,Fuel,mtCO2,61.26
Canada,2012,Fuel,mtCO2,45.65
Canada,2012,Fuel,mtCO2,9.04
Canada,2012,Fuel,mtCO2,0.44
Canada,2012,Fuel,mtCO2,4.2
Canada,2012,Fuel,mtCO2,0.04
Canada,2012,Fuel,mtCO2,0.11
Canada,2012,Total,mtCO2,123.1
Canada,2013,Aggregate fuel,GW,100.85
Canada,2013,Aggregate fuel,GW,29.67
Canada,2013,Aggregate fuel,GW,19.42
Canada,2013,Aggregate fuel,GW,77.72
Canada,2013,Aggregate fuel,GW,86.82
Canada,2013,Aggregate fuel,GW,9.1
Canada,2013,Fuel,GW,2.38
Canada,2013,Fuel,GW,10.25
Canada,2013,Fuel,GW,17.14
Canada,2013,Fuel,GW,75.34
Canada,2013,Fuel,GW,14.03
Canada,2013,Fuel,GW,2.28
Canada,2013,Fuel,GW,1.3
Canada,2013,Fuel,GW,7.8
Canada,2013,Demand,TWh,603.81
Canada,2013,Demand per capita,MWh,17.11
Canada,2013,Aggregate fuel,%,79.03
Canada,2013,Aggregate fuel,%,20.97
Canada,2013,Aggregate fuel,%,10.21
Canada,2013,Aggregate fuel,%,61.43
Canada,2013,Aggregate fuel,%,63.36
Canada,2013,Aggregate fuel,%,1.93
Canada,2013,Aggregate fuel,TWh,518.2
Canada,2013,Aggregate fuel,TWh,137.49
Canada,2013,Aggregate fuel,TWh,66.95
Canada,2013,Aggregate fuel,TWh,402.83
Canada,2013,Aggregate fuel,TWh,415.48
Canada,2013,Aggregate fuel,TWh,12.65
Canada,2013,Fuel,%,1.68
Canada,2013,Fuel,%,10.76
Canada,2013,Fuel,%,9.19
Canada,2013,Fuel,%,59.75
Canada,2013,Fuel,%,15.67
Canada,2013,Fuel,%,1.02
Canada,2013,Fuel,%,0.23
Canada,2013,Fuel,%,1.7
Canada,2013,Fuel,TWh,11.04
Canada,2013,Fuel,TWh,70.54
Canada,2013,Fuel,TWh,60.29
Canada,2013,Fuel,TWh,391.79
Canada,2013,Fuel,TWh,102.72
Canada,2013,Fuel,TWh,6.66
Canada,2013,Fuel,TWh,1.5
Canada,2013,Fuel,TWh,11.15
Canada,2013,Total,TWh,655.69
Canada,2013,Electricity imports,TWh,-51.88
Canada,2013,Aggregate fuel,mtCO2,12.36
Canada,2013,Aggregate fuel,mtCO2,110.23
Canada,2013,Aggregate fuel,mtCO2,47.9
Canada,2013,Aggregate fuel,mtCO2,11.7
Canada,2013,Aggregate fuel,mtCO2,11.88
Canada,2013,Aggregate fuel,mtCO2,0.18
Canada,2013,CO2 intensity,gCO2/kWh,186.96
Canada,2013,Fuel,mtCO2,2.39
Canada,2013,Fuel,mtCO2,62.33
Canada,2013,Fuel,mtCO2,43.52
Canada,2013,Fuel,mtCO2,9.31
Canada,2013,Fuel,mtCO2,0.48
Canada,2013,Fuel,mtCO2,4.38
Canada,2013,Fuel,mtCO2,0.07
Canada,2013,Fuel,mtCO2,0.11
Canada,2013,Total,mtCO2,122.59
Canada,2014,Aggregate fuel,GW,103.74
Canada,2014,Aggregate fuel,GW,29.4
Canada,2014,Aggregate fuel,GW,19.42
Canada,2014,Aggregate fuel,GW,77.91
Canada,2014,Aggregate fuel,GW,89.71
Canada,2014,Aggregate fuel,GW,11.8
Canada,2014,Fuel,GW,2.61
Canada,2014,Fuel,GW,9.98
Canada,2014,Fuel,GW,17.14
Canada,2014,Fuel,GW,75.3
Canada,2014,Fuel,GW,14.03
Canada,2014,Fuel,GW,2.28
Canada,2014,Fuel,GW,2.11
Canada,2014,Fuel,GW,9.69
Canada,2014,Demand,TWh,607.36
Canada,2014,Demand per capita,MWh,17.04
Canada,2014,Aggregate fuel,%,78.68
Canada,2014,Aggregate fuel,%,21.32
Canada,2014,Aggregate fuel,%,10.69
Canada,2014,Aggregate fuel,%,60.08
Canada,2014,Aggregate fuel,%,62.36
Canada,2014,Aggregate fuel,%,2.28
Canada,2014,Aggregate fuel,TWh,513.78
Canada,2014,Aggregate fuel,TWh,139.19
Canada,2014,Aggregate fuel,TWh,69.81
Canada,2014,Aggregate fuel,TWh,392.3
Canada,2014,Aggregate fuel,TWh,407.24
Canada,2014,Aggregate fuel,TWh,14.94
Canada,2014,Fuel,%,1.5
Canada,2014,Fuel,%,10.63
Canada,2014,Fuel,%,9.96
Canada,2014,Fuel,%,58.58
Canada,2014,Fuel,%,16.32
Canada,2014,Fuel,%,0.73
Canada,2014,Fuel,%,0.32
Canada,2014,Fuel,%,1.96
Canada,2014,Fuel,TWh,9.8
Canada,2014,Fuel,TWh,69.38
Canada,2014,Fuel,TWh,65.05
Canada,2014,Fuel,TWh,382.5
Canada,2014,Fuel,TWh,106.54
Canada,2014,Fuel,TWh,4.76
Canada,2014,Fuel,TWh,2.12
Canada,2014,Fuel,TWh,12.82
Canada,2014,Total,TWh,652.97
Canada,2014,Electricity imports,TWh,-45.61
Canada,2014,Aggregate fuel,mtCO2,11.93
Canada,2014,Aggregate fuel,mtCO2,111.39
Canada,2014,Aggregate fuel,mtCO2,50.08
Canada,2014,Aggregate fuel,mtCO2,11.21
Canada,2014,Aggregate fuel,mtCO2,11.43
Canada,2014,Aggregate fuel,mtCO2,0.22
Canada,2014,CO2 intensity,gCO2/kWh,188.86
Canada,2014,Fuel,mtCO2,2.12
Canada,2014,Fuel,mtCO2,61.31
Canada,2014,Fuel,mtCO2,46.95
Canada,2014,Fuel,mtCO2,9.09
Canada,2014,Fuel,mtCO2,0.5
Canada,2014,Fuel,mtCO2,3.13
Canada,2014,Fuel,mtCO2,0.1
Canada,2014,Fuel,mtCO2,0.12
Canada,2014,Total,mtCO2,123.32
Canada,2015,Aggregate fuel,GW,109.94
Canada,2015,Aggregate fuel,GW,30.64
Canada,2015,Aggregate fuel,GW,20.66
Canada,2015,Aggregate fuel,GW,81.82
Canada,2015,Aggregate fuel,GW,95.91
Canada,2015,Aggregate fuel,GW,14.09
Canada,2015,Fuel,GW,2.59
Canada,2015,Fuel,GW,9.98
Canada,2015,Fuel,GW,18.38
Canada,2015,Fuel,GW,79.23
Canada,2015,Fuel,GW,14.03
Canada,2015,Fuel,GW,2.28
Canada,2015,Fuel,GW,2.88
Canada,2015,Fuel,GW,11.21
Canada,2015,Demand,TWh,601.55
Canada,2015,Demand per capita,MWh,16.73
Canada,2015,Aggregate fuel,%,79.13
Canada,2015,Aggregate fuel,%,20.87
Canada,2015,Aggregate fuel,%,11.04
Canada,2015,Aggregate fuel,%,59.32
Canada,2015,Aggregate fuel,%,63.84
Canada,2015,Aggregate fuel,%,4.52
Canada,2015,Aggregate fuel,TWh,523.14
Canada,2015,Aggregate fuel,TWh,137.94
Canada,2015,Aggregate fuel,TWh,72.98
Canada,2015,Aggregate fuel,TWh,392.18
Canada,2015,Aggregate fuel,TWh,422.04
Canada,2015,Aggregate fuel,TWh,29.86
Canada,2015,Fuel,%,1.51
Canada,2015,Fuel,%,9.83
Canada,2015,Fuel,%,10.28
Canada,2015,Fuel,%,57.81
Canada,2015,Fuel,%,15.29
Canada,2015,Fuel,%,0.76
Canada,2015,Fuel,%,0.44
Canada,2015,Fuel,%,4.08
Canada,2015,Fuel,TWh,9.99
Canada,2015,Fuel,TWh,64.96
Canada,2015,Fuel,TWh,67.98
Canada,2015,Fuel,TWh,382.19
Canada,2015,Fuel,TWh,101.1
Canada,2015,Fuel,TWh,5.0
Canada,2015,Fuel,TWh,2.89
Canada,2015,Fuel,TWh,26.97
Canada,2015,Total,TWh,661.08
Canada,2015,Electricity imports,TWh,-59.53
Canada,2015,Aggregate fuel,mtCO2,12.11
Canada,2015,Aggregate fuel,mtCO2,109.77
Canada,2015,Aggregate fuel,mtCO2,52.36
Canada,2015,Aggregate fuel,mtCO2,11.24
Canada,2015,Aggregate fuel,mtCO2,11.64
Canada,2015,Aggregate fuel,mtCO2,0.4
Canada,2015,CO2 intensity,gCO2/kWh,184.37
Canada,2015,Fuel,mtCO2,2.16
Canada,2015,Fuel,mtCO2,57.41
Canada,2015,Fuel,mtCO2,49.07
Canada,2015,Fuel,mtCO2,9.08
Canada,2015,Fuel,mtCO2,0.47
Canada,2015,Fuel,mtCO2,3.29
Canada,2015,Fuel,mtCO2,0.14
Canada,2015,Fuel,mtCO2,0.26
Canada,2015,Total,mtCO2,121.88
Canada,2016,Aggregate fuel,GW,111.85
Canada,2016,Aggregate fuel,GW,30.74
Canada,2016,Aggregate fuel,GW,20.76
Canada,2016,Aggregate fuel,GW,82.79
Canada,2016,Aggregate fuel,GW,97.82
Canada,2016,Aggregate fuel,GW,15.03
Canada,2016,Fuel,GW,2.66
Canada,2016,Fuel,GW,9.98
Canada,2016,Fuel,GW,18.48
Canada,2016,Fuel,GW,80.13
Canada,2016,Fuel,GW,14.03
Canada,2016,Fuel,GW,2.28
Canada,2016,Fuel,GW,3.06
Canada,2016,Fuel,GW,11.97
Canada,2016,Demand,TWh,603.33
Canada,2016,Demand per capita,MWh,16.6
Canada,2016,Aggregate fuel,%,79.66
Canada,2016,Aggregate fuel,%,20.35
Canada,2016,Aggregate fuel,%,10.6
Canada,2016,Aggregate fuel,%,59.47
Canada,2016,Aggregate fuel,%,64.56
Canada,2016,Aggregate fuel,%,5.09
Canada,2016,Aggregate fuel,TWh,531.45
Canada,2016,Aggregate fuel,TWh,135.68
Canada,2016,Aggregate fuel,TWh,70.66
Canada,2016,Aggregate fuel,TWh,396.79
Canada,2016,Aggregate fuel,TWh,430.73
Canada,2016,Aggregate fuel,TWh,33.94
Canada,2016,Fuel,%,1.7
Canada,2016,Fuel,%,9.75
Canada,2016,Fuel,%,9.87
Canada,2016,Fuel,%,57.77
Canada,2016,Fuel,%,15.1
Canada,2016,Fuel,%,0.73
Canada,2016,Fuel,%,0.45
Canada,2016,Fuel,%,4.64
Canada,2016,Fuel,TWh,11.36
Canada,2016,Fuel,TWh,65.02
Canada,2016,Fuel,TWh,65.82
Canada,2016,Fuel,TWh,385.43
Canada,2016,Fuel,TWh,100.72
Canada,2016,Fuel,TWh,4.84
Canada,2016,Fuel,TWh,3.01
Canada,2016,Fuel,TWh,30.93
Canada,2016,Total,TWh,667.13
Canada,2016,Electricity imports,TWh,-63.8
Canada,2016,Aggregate fuel,mtCO2,12.52
Canada,2016,Aggregate fuel,mtCO2,108.15
Canada,2016,Aggregate fuel,mtCO2,50.69
Canada,2016,Aggregate fuel,mtCO2,11.62
Canada,2016,Aggregate fuel,mtCO2,12.05
Canada,2016,Aggregate fuel,mtCO2,0.43
Canada,2016,CO2 intensity,gCO2/kWh,180.88
Canada,2016,Fuel,mtCO2,2.46
Canada,2016,Fuel,mtCO2,57.46
Canada,2016,Fuel,mtCO2,47.51
Canada,2016,Fuel,mtCO2,9.16
Canada,2016,Fuel,mtCO2,0.47
Canada,2016,Fuel,mtCO2,3.18
Canada,2016,Fuel,mtCO2,0.14
Canada,2016,Fuel,mtCO2,0.29
Canada,2016,Total,mtCO2,120.67
Canada,2017,Aggregate fuel,GW,113.1
Canada,2017,Aggregate fuel,GW,31.04
Canada,2017,Aggregate fuel,GW,21.06
Canada,2017,Aggregate fuel,GW,83.4
Canada,2017,Aggregate fuel,GW,99.07
Canada,2017,Aggregate fuel,GW,15.67
Canada,2017,Fuel,GW,2.74
Canada,2017,Fuel,GW,9.98
Canada,2017,Fuel,GW,18.78
Canada,2017,Fuel,GW,80.66
Canada,2017,Fuel,GW,14.03
Canada,2017,Fuel,GW,2.28
Canada,2017,Fuel,GW,3.42
Canada,2017,Fuel,GW,12.25
Canada,2017,Demand,TWh,607.11
Canada,2017,Demand per capita,MWh,16.49
Canada,2017,Aggregate fuel,%,80.85
Canada,2017,Aggregate fuel,%,19.15
Canada,2017,Aggregate fuel,%,9.77
Canada,2017,Aggregate fuel,%,60.62
Canada,2017,Aggregate fuel,%,65.82
Canada,2017,Aggregate fuel,%,5.2
Canada,2017,Aggregate fuel,TWh,541.16
Canada,2017,Aggregate fuel,TWh,128.19
Canada,2017,Aggregate fuel,TWh,65.38
Canada,2017,Aggregate fuel,TWh,405.74
Canada,2017,Aggregate fuel,TWh,440.56
Canada,2017,Aggregate fuel,TWh,34.82
Canada,2017,Fuel,%,1.67
Canada,2017,Fuel,%,9.38
Canada,2017,Fuel,%,9.18
Canada,2017,Fuel,%,58.95
Canada,2017,Fuel,%,15.03
Canada,2017,Fuel,%,0.59
Canada,2017,Fuel,%,0.49
Canada,2017,Fuel,%,4.71
Canada,2017,Fuel,TWh,11.15
Canada,2017,Fuel,TWh,62.81
Canada,2017,Fuel,TWh,61.46
Canada,2017,Fuel,TWh,394.59
Canada,2017,Fuel,TWh,100.6
Canada,2017,Fuel,TWh,3.92
Canada,2017,Fuel,TWh,3.31
Canada,2017,Fuel,TWh,31.51
Canada,2017,Total,TWh,669.35
Canada,2017,Electricity imports,TWh,-62.24
Canada,2017,Aggregate fuel,mtCO2,12.72
Canada,2017,Aggregate fuel,mtCO2,102.45
Canada,2017,Aggregate fuel,mtCO2,46.94
Canada,2017,Aggregate fuel,mtCO2,11.79
Canada,2017,Aggregate fuel,mtCO2,12.25
Canada,2017,Aggregate fuel,mtCO2,0.46
Canada,2017,CO2 intensity,gCO2/kWh,172.06
Canada,2017,Fuel,mtCO2,2.41
Canada,2017,Fuel,mtCO2,55.51
Canada,2017,Fuel,mtCO2,44.36
Canada,2017,Fuel,mtCO2,9.38
Canada,2017,Fuel,mtCO2,0.47
Canada,2017,Fuel,mtCO2,2.58
Canada,2017,Fuel,mtCO2,0.16
Canada,2017,Fuel,mtCO2,0.3
Canada,2017,Total,mtCO2,115.17
Canada,2018,Aggregate fuel,GW,114.03
Canada,2018,Aggregate fuel,GW,30.38
Canada,2018,Aggregate fuel,GW,21.06
Canada,2018,Aggregate fuel,GW,84.15
Canada,2018,Aggregate fuel,GW,100.69
Canada,2018,Aggregate fuel,GW,16.54
Canada,2018,Fuel,GW,2.75
Canada,2018,Fuel,GW,9.32
Canada,2018,Fuel,GW,18.78
Canada,2018,Fuel,GW,81.4
Canada,2018,Fuel,GW,13.34
Canada,2018,Fuel,GW,2.28
Canada,2018,Fuel,GW,3.72
Canada,2018,Fuel,GW,12.82
Canada,2018,Demand,TWh,613.0
Canada,2018,Demand per capita,MWh,16.44
Canada,2018,Aggregate fuel,%,80.67
Canada,2018,Aggregate fuel,%,19.33
Canada,2018,Aggregate fuel,%,11.31
Canada,2018,Aggregate fuel,%,59.95
Canada,2018,Aggregate fuel,%,65.54
Canada,2018,Aggregate fuel,%,5.59
Canada,2018,Aggregate fuel,TWh,533.42
Canada,2018,Aggregate fuel,TWh,127.78
Canada,2018,Aggregate fuel,TWh,74.76
Canada,2018,Aggregate fuel,TWh,396.43
Canada,2018,Aggregate fuel,TWh,433.39
Canada,2018,Aggregate fuel,TWh,36.96
Canada,2018,Fuel,%,1.59
Canada,2018,Fuel,%,8.02
Canada,2018,Fuel,%,10.7
Canada,2018,Fuel,%,58.36
Canada,2018,Fuel,%,15.13
Canada,2018,Fuel,%,0.61
Canada,2018,Fuel,%,0.53
Canada,2018,Fuel,%,5.06
Canada,2018,Fuel,TWh,10.54
Canada,2018,Fuel,TWh,53.02
Canada,2018,Fuel,TWh,70.74
Canada,2018,Fuel,TWh,385.89
Canada,2018,Fuel,TWh,100.03
Canada,2018,Fuel,TWh,4.02
Canada,2018,Fuel,TWh,3.49
Canada,2018,Fuel,TWh,33.47
Canada,2018,Total,TWh,661.2
Canada,2018,Electricity imports,TWh,-48.2
Canada,2018,Aggregate fuel,mtCO2,12.41
Canada,2018,Aggregate fuel,mtCO2,100.56
Canada,2018,Aggregate fuel,mtCO2,53.71
Canada,2018,Aggregate fuel,mtCO2,11.45
Canada,2018,Aggregate fuel,mtCO2,11.94
Canada,2018,Aggregate fuel,mtCO2,0.49
Canada,2018,CO2 intensity,gCO2/kWh,170.86
Canada,2018,Fuel,mtCO2,2.28
Canada,2018,Fuel,mtCO2,46.85
Canada,2018,Fuel,mtCO2,51.06
Canada,2018,Fuel,mtCO2,9.17
Canada,2018,Fuel,mtCO2,0.47
Canada,2018,Fuel,mtCO2,2.65
Canada,2018,Fuel,mtCO2,0.17
Canada,2018,Fuel,mtCO2,0.32
Canada,2018,Total,mtCO2,112.97
Canada,2019,Aggregate fuel,GW,114.62
Canada,2019,Aggregate fuel,GW,30.58
Canada,2019,Aggregate fuel,GW,21.41
Canada,2019,Aggregate fuel,GW,84.05
Canada,2019,Aggregate fuel,GW,101.28
Canada,2019,Aggregate fuel,GW,17.23
Canada,2019,Fuel,GW,2.65
Canada,2019,Fuel,GW,9.17
Canada,2019,Fuel,GW,19.13
Canada,2019,Fuel,GW,81.4
Canada,2019,Fuel,GW,13.34
Canada,2019,Fuel,GW,2.28
Canada,2019,Fuel,GW,4.01
Canada,2019,Fuel,GW,13.22
Canada,2019,Demand,TWh,608.62
Canada,2019,Demand per capita,MWh,16.11
Canada,2019,Aggregate fuel,%,80.7
Canada,2019,Aggregate fuel,%,19.29
Canada,2019,Aggregate fuel,%,11.64
Canada,2019,Aggregate fuel,%,59.79
Canada,2019,Aggregate fuel,%,65.37
Canada,2019,Aggregate fuel,%,5.58
Canada,2019,Aggregate fuel,TWh,529.2
Canada,2019,Aggregate fuel,TWh,126.5
Canada,2019,Aggregate fuel,TWh,76.36
Canada,2019,Aggregate fuel,TWh,392.08
Canada,2019,Aggregate fuel,TWh,428.71
Canada,2019,Aggregate fuel,TWh,36.63
Canada,2019,Fuel,%,1.57
Canada,2019,Fuel,%,7.65
Canada,2019,Fuel,%,11.12
Canada,2019,Fuel,%,58.22
Canada,2019,Fuel,%,15.33
Canada,2019,Fuel,%,0.52
Canada,2019,Fuel,%,0.57
Canada,2019,Fuel,%,5.01
Canada,2019,Fuel,TWh,10.31
Canada,2019,Fuel,TWh,50.14
Canada,2019,Fuel,TWh,72.94
Canada,2019,Fuel,TWh,381.77
Canada,2019,Fuel,TWh,100.49
Canada,2019,Fuel,TWh,3.42
Canada,2019,Fuel,TWh,3.75
Canada,2019,Fuel,TWh,32.88
Canada,2019,Total,TWh,655.7
Canada,2019,Electricity imports,TWh,-47.08
Canada,2019,Aggregate fuel,mtCO2,12.26
Canada,2019,Aggregate fuel,mtCO2,99.2
Canada,2019,Aggregate fuel,mtCO2,54.9
Canada,2019,Aggregate fuel,mtCO2,11.3
Canada,2019,Aggregate fuel,mtCO2,11.79
Canada,2019,Aggregate fuel,mtCO2,0.49
Canada,2019,CO2 intensity,gCO2/kWh,169.99
Canada,2019,Fuel,mtCO2,2.23
Canada,2019,Fuel,mtCO2,44.3
Canada,2019,Fuel,mtCO2,52.65
Canada,2019,Fuel,mtCO2,9.07
Canada,2019,Fuel,mtCO2,0.47
Canada,2019,Fuel,mtCO2,2.25
Canada,2019,Fuel,mtCO2,0.18
Canada,2019,Fuel,mtCO2,0.31
Canada,2019,Total,mtCO2,111.46
Canada,2020,Aggregate fuel,GW,114.28
Canada,2020,Aggregate fuel,GW,31.31
Canada,2020,Aggregate fuel,GW,22.52
Canada,2020,Aggregate fuel,GW,83.86
Canada,2020,Aggregate fuel,GW,101.77
Canada,2020,Aggregate fuel,GW,17.91
Canada,2020,Fuel,GW,2.65
Canada,2020,Fuel,GW,8.79
Canada,2020,Fuel,GW,20.24
Canada,2020,Fuel,GW,81.21
Canada,2020,Fuel,GW,12.51
Canada,2020,Fuel,GW,2.28
Canada,2020,Fuel,GW,4.38
Canada,2020,Fuel,GW,13.53
Canada,2020,Demand,TWh,598.25
Canada,2020,Demand per capita,MWh,15.67
Canada,2020,Aggregate fuel,%,81.47
Canada,2020,Aggregate fuel,%,18.53
Canada,2020,Aggregate fuel,%,12.58
Canada,2020,Aggregate fuel,%,60.53
Canada,2020,Aggregate fuel,%,66.6
Canada,2020,Aggregate fuel,%,6.07
Canada,2020,Aggregate fuel,TWh,534.3
Canada,2020,Aggregate fuel,TWh,121.59
Canada,2020,Aggregate fuel,TWh,82.55
Canada,2020,Aggregate fuel,TWh,396.96
Canada,2020,Aggregate fuel,TWh,436.79
Canada,2020,Aggregate fuel,TWh,39.83
Canada,2020,Fuel,%,1.59
Canada,2020,Fuel,%,5.95
Canada,2020,Fuel,%,11.52
Canada,2020,Fuel,%,58.94
Canada,2020,Fuel,%,14.87
Canada,2020,Fuel,%,1.06
Canada,2020,Fuel,%,0.62
Canada,2020,Fuel,%,5.45
Canada,2020,Fuel,TWh,10.41
Canada,2020,Fuel,TWh,39.04
Canada,2020,Fuel,TWh,75.59
Canada,2020,Fuel,TWh,386.55
Canada,2020,Fuel,TWh,97.51
Canada,2020,Fuel,TWh,6.96
Canada,2020,Fuel,TWh,4.07
Canada,2020,Fuel,TWh,35.76
Canada,2020,Total,TWh,655.89
Canada,2020,Electricity imports,TWh,-57.64
Canada,2020,Aggregate fuel,mtCO2,12.42
Canada,2020,Aggregate fuel,mtCO2,93.63
