Area,Year,Subcategory,Unit,Value
Austria,2000,Aggregate fuel,GW,12.47
Austria,2000,Aggregate fuel,GW,2.88
Austria,2000,Aggregate fuel,GW,0.89
Austria,2000,Aggregate fuel,GW,12.42
Austria,2000,Aggregate fuel,GW,12.47
Austria,2000,Aggregate fuel,GW,0.05
Austria,2000,Fuel,GW,0.8
Austria,2000,Fuel,GW,1.99
Austria,2000,Fuel,GW,0.81
Austria,2000,Fuel,GW,11.61
Austria,2000,Fuel,GW,
Austria,2000,Fuel,GW,0.08
Austria,2000,Fuel,GW,0.01
Austria,2000,Fuel,GW,0.0
Austria,2000,Fuel,GW,0.05
Austria,2000,Demand,TWh,58.27
Austria,2000,Demand per capita,MWh,7.27
Austria,2000,Aggregate fuel,%,72.84
Austria,2000,Aggregate fuel,%,27.16
Austria,2000,Aggregate fuel,%,17.57
Austria,2000,Aggregate fuel,%,72.72
Austria,2000,Aggregate fuel,%,72.84
Austria,2000,Aggregate fuel,%,0.12
Austria,2000,Aggregate fuel,TWh,43.44
Austria,2000,Aggregate fuel,TWh,16.2
Austria,2000,Aggregate fuel,TWh,10.48
Austria,2000,Aggregate fuel,TWh,43.37
Austria,2000,Aggregate fuel,TWh,43.44
Austria,2000,Aggregate fuel,TWh,0.07
Austria,2000,Fuel,%,2.57
Austria,2000,Fuel,%,9.59
Austria,2000,Fuel,%,13.16
Austria,2000,Fuel,%,70.15
Austria,2000,Fuel,%,0.0
Austria,2000,Fuel,%,4.41
Austria,2000,Fuel,%,0.0
Austria,2000,Fuel,%,0.0
Austria,2000,Fuel,%,0.12
Austria,2000,Fuel,TWh,1.53
Austria,2000,Fuel,TWh,5.72
Austria,2000,Fuel,TWh,7.85
Austria,2000,Fuel,TWh,41.84
Austria,2000,Fuel,TWh,0.0
Austria,2000,Fuel,TWh,2.63
Austria,2000,Fuel,TWh,0.0
Austria,2000,Fuel,TWh,0.0
Austria,2000,Fuel,TWh,0.07
Austria,2000,Total,TWh,59.64
Austria,2000,Electricity imports,TWh,-1.37
Austria,2000,Aggregate fuel,mtCO2,1.32
Austria,2000,Aggregate fuel,mtCO2,10.81
Austria,2000,Aggregate fuel,mtCO2,5.24
Austria,2000,Aggregate fuel,mtCO2,1.32
Austria,2000,Aggregate fuel,mtCO2,1.32
Austria,2000,Aggregate fuel,mtCO2,0.0
Austria,2000,CO2 intensity,gCO2/kWh,203.39
Austria,2000,Fuel,mtCO2,0.33
Austria,2000,Fuel,mtCO2,5.57
Austria,2000,Fuel,mtCO2,3.51
Austria,2000,Fuel,mtCO2,0.99
Austria,2000,Fuel,mtCO2,0.0
Austria,2000,Fuel,mtCO2,1.73
Austria,2000,Fuel,mtCO2,0.0
Austria,2000,Fuel,mtCO2,0.0
Austria,2000,Fuel,mtCO2,0.0
Austria,2000,Total,mtCO2,12.13
Austria,2001,Aggregate fuel,GW,12.52
Austria,2001,Aggregate fuel,GW,3.34
Austria,2001,Aggregate fuel,GW,1.48
Austria,2001,Aggregate fuel,GW,12.44
Austria,2001,Aggregate fuel,GW,12.52
Austria,2001,Aggregate fuel,GW,0.08
Austria,2001,Fuel,GW,0.79
Austria,2001,Fuel,GW,1.86
Austria,2001,Fuel,GW,1.29
Austria,2001,Fuel,GW,11.64
Austria,2001,Fuel,GW,
Austria,2001,Fuel,GW,0.19
Austria,2001,Fuel,GW,0.01
Austria,2001,Fuel,GW,0.01
Austria,2001,Fuel,GW,0.07
Austria,2001,Demand,TWh,61.2
Austria,2001,Demand per capita,MWh,7.61
Austria,2001,Aggregate fuel,%,69.27
Austria,2001,Aggregate fuel,%,30.73
Austria,2001,Aggregate fuel,%,19.43
Austria,2001,Aggregate fuel,%,69.09
Austria,2001,Aggregate fuel,%,69.27
Austria,2001,Aggregate fuel,%,0.18
Austria,2001,Aggregate fuel,TWh,42.24
Austria,2001,Aggregate fuel,TWh,18.74
Austria,2001,Aggregate fuel,TWh,11.85
Austria,2001,Aggregate fuel,TWh,42.13
Austria,2001,Aggregate fuel,TWh,42.24
Austria,2001,Aggregate fuel,TWh,0.11
Austria,2001,Fuel,%,2.74
Austria,2001,Fuel,%,11.3
Austria,2001,Fuel,%,14.35
Austria,2001,Fuel,%,66.35
Austria,2001,Fuel,%,0.0
Austria,2001,Fuel,%,5.08
Austria,2001,Fuel,%,0.0
Austria,2001,Fuel,%,0.02
Austria,2001,Fuel,%,0.16
Austria,2001,Fuel,TWh,1.67
Austria,2001,Fuel,TWh,6.89
Austria,2001,Fuel,TWh,8.75
Austria,2001,Fuel,TWh,40.46
Austria,2001,Fuel,TWh,0.0
Austria,2001,Fuel,TWh,3.1
Austria,2001,Fuel,TWh,0.0
Austria,2001,Fuel,TWh,0.01
Austria,2001,Fuel,TWh,0.1
Austria,2001,Total,TWh,60.98
Austria,2001,Electricity imports,TWh,0.22
Austria,2001,Aggregate fuel,mtCO2,1.32
Austria,2001,Aggregate fuel,mtCO2,12.65
Austria,2001,Aggregate fuel,mtCO2,5.95
Austria,2001,Aggregate fuel,mtCO2,1.32
Austria,2001,Aggregate fuel,mtCO2,1.32
Austria,2001,Aggregate fuel,mtCO2,0.0
Austria,2001,CO2 intensity,gCO2/kWh,229.09
Austria,2001,Fuel,mtCO2,0.36
Austria,2001,Fuel,mtCO2,6.7
Austria,2001,Fuel,mtCO2,3.91
Austria,2001,Fuel,mtCO2,0.96
Austria,2001,Fuel,mtCO2,0.0
Austria,2001,Fuel,mtCO2,2.04
Austria,2001,Fuel,mtCO2,0.0
Austria,2001,Fuel,mtCO2,0.0
Austria,2001,Fuel,mtCO2,0.0
Austria,2001,Total,mtCO2,13.97
Austria,2002,Aggregate fuel,GW,12.42
Austria,2002,Aggregate fuel,GW,3.34
Austria,2002,Aggregate fuel,GW,1.48
Austria,2002,Aggregate fuel,GW,12.3
Austria,2002,Aggregate fuel,GW,12.42
Austria,2002,Aggregate fuel,GW,0.12
Austria,2002,Fuel,GW,0.79
Austria,2002,Fuel,GW,1.86
Austria,2002,Fuel,GW,1.29
Austria,2002,Fuel,GW,11.5
Austria,2002,Fuel,GW,
Austria,2002,Fuel,GW,0.19
Austria,2002,Fuel,GW,0.01
Austria,2002,Fuel,GW,0.01
Austria,2002,Fuel,GW,0.11
Austria,2002,Demand,TWh,61.33
Austria,2002,Demand per capita,MWh,7.59
Austria,2002,Aggregate fuel,%,69.11
Austria,2002,Aggregate fuel,%,30.89
Austria,2002,Aggregate fuel,%,19.99
Austria,2002,Aggregate fuel,%,68.86
Austria,2002,Aggregate fuel,%,69.11
Austria,2002,Aggregate fuel,%,0.25
Austria,2002,Aggregate fuel,TWh,41.9
Austria,2002,Aggregate fuel,TWh,18.73
Austria,2002,Aggregate fuel,TWh,12.12
Austria,2002,Aggregate fuel,TWh,41.75
Austria,2002,Aggregate fuel,TWh,41.9
Austria,2002,Aggregate fuel,TWh,0.15
Austria,2002,Fuel,%,2.51
Austria,2002,Fuel,%,10.9
Austria,2002,Fuel,%,15.36
Austria,2002,Fuel,%,66.35
Austria,2002,Fuel,%,0.0
Austria,2002,Fuel,%,4.63
Austria,2002,Fuel,%,0.0
Austria,2002,Fuel,%,0.02
Austria,2002,Fuel,%,0.23
Austria,2002,Fuel,TWh,1.52
Austria,2002,Fuel,TWh,6.61
Austria,2002,Fuel,TWh,9.31
Austria,2002,Fuel,TWh,40.23
Austria,2002,Fuel,TWh,0.0
Austria,2002,Fuel,TWh,2.81
Austria,2002,Fuel,TWh,0.0
Austria,2002,Fuel,TWh,0.01
Austria,2002,Fuel,TWh,0.14
Austria,2002,Total,TWh,60.63
Austria,2002,Electricity imports,TWh,0.7
Austria,2002,Aggregate fuel,mtCO2,1.29
Austria,2002,Aggregate fuel,mtCO2,12.42
Austria,2002,Aggregate fuel,mtCO2,6.01
Austria,2002,Aggregate fuel,mtCO2,1.29
Austria,2002,Aggregate fuel,mtCO2,1.29
Austria,2002,Aggregate fuel,mtCO2,0.0
Austria,2002,CO2 intensity,gCO2/kWh,226.13
Austria,2002,Fuel,mtCO2,0.33
Austria,2002,Fuel,mtCO2,6.41
Austria,2002,Fuel,mtCO2,4.16
Austria,2002,Fuel,mtCO2,0.96
Austria,2002,Fuel,mtCO2,0.0
Austria,2002,Fuel,mtCO2,1.85
Austria,2002,Fuel,mtCO2,0.0
Austria,2002,Fuel,mtCO2,0.0
Austria,2002,Fuel,mtCO2,0.0
Austria,2002,Total,mtCO2,13.71
Austria,2003,Aggregate fuel,GW,12.86
Austria,2003,Aggregate fuel,GW,4.0
Austria,2003,Aggregate fuel,GW,2.14
Austria,2003,Aggregate fuel,GW,12.52
Austria,2003,Aggregate fuel,GW,12.86
Austria,2003,Aggregate fuel,GW,0.34
Austria,2003,Fuel,GW,0.8
Austria,2003,Fuel,GW,1.86
Austria,2003,Fuel,GW,1.77
Austria,2003,Fuel,GW,11.54
Austria,2003,Fuel,GW,
Austria,2003,Fuel,GW,0.37
Austria,2003,Fuel,GW,0.18
Austria,2003,Fuel,GW,0.02
Austria,2003,Fuel,GW,0.32
Austria,2003,Demand,TWh,63.58
Austria,2003,Demand per capita,MWh,7.83
Austria,2003,Aggregate fuel,%,60.8
Austria,2003,Aggregate fuel,%,39.21
Austria,2003,Aggregate fuel,%,24.65
Austria,2003,Aggregate fuel,%,60.14
Austria,2003,Aggregate fuel,%,60.8
Austria,2003,Aggregate fuel,%,0.66
Austria,2003,Aggregate fuel,TWh,35.24
Austria,2003,Aggregate fuel,TWh,22.73
Austria,2003,Aggregate fuel,TWh,14.29
Austria,2003,Aggregate fuel,TWh,34.86
Austria,2003,Aggregate fuel,TWh,35.24
Austria,2003,Aggregate fuel,TWh,0.38
Austria,2003,Fuel,%,2.85
Austria,2003,Fuel,%,14.56
Austria,2003,Fuel,%,19.25
Austria,2003,Fuel,%,57.29
Austria,2003,Fuel,%,0.0
Austria,2003,Fuel,%,5.4
Austria,2003,Fuel,%,0.0
Austria,2003,Fuel,%,0.02
Austria,2003,Fuel,%,0.64
Austria,2003,Fuel,TWh,1.65
Austria,2003,Fuel,TWh,8.44
Austria,2003,Fuel,TWh,11.16
Austria,2003,Fuel,TWh,33.21
Austria,2003,Fuel,TWh,0.0
Austria,2003,Fuel,TWh,3.13
Austria,2003,Fuel,TWh,0.0
Austria,2003,Fuel,TWh,0.01
Austria,2003,Fuel,TWh,0.37
Austria,2003,Total,TWh,57.97
Austria,2003,Electricity imports,TWh,5.61
Austria,2003,Aggregate fuel,mtCO2,1.15
Austria,2003,Aggregate fuel,mtCO2,15.22
Austria,2003,Aggregate fuel,mtCO2,7.05
Austria,2003,Aggregate fuel,mtCO2,1.15
Austria,2003,Aggregate fuel,mtCO2,1.15
Austria,2003,Aggregate fuel,mtCO2,0.0
Austria,2003,CO2 intensity,gCO2/kWh,282.39
Austria,2003,Fuel,mtCO2,0.36
Austria,2003,Fuel,mtCO2,8.17
Austria,2003,Fuel,mtCO2,4.99
Austria,2003,Fuel,mtCO2,0.79
Austria,2003,Fuel,mtCO2,0.0
Austria,2003,Fuel,mtCO2,2.06
Austria,2003,Fuel,mtCO2,0.0
Austria,2003,Fuel,mtCO2,0.0
Austria,2003,Fuel,mtCO2,0.0
Austria,2003,Total,mtCO2,16.37
Austria,2004,Aggregate fuel,GW,13.18
Austria,2004,Aggregate fuel,GW,4.13
Austria,2004,Aggregate fuel,GW,2.27
Austria,2004,Aggregate fuel,GW,12.57
Austria,2004,Aggregate fuel,GW,13.18
Austria,2004,Aggregate fuel,GW,0.61
Austria,2004,Fuel,GW,0.81
Austria,2004,Fuel,GW,1.86
Austria,2004,Fuel,GW,1.87
Austria,2004,Fuel,GW,11.58
Austria,2004,Fuel,GW,
Austria,2004,Fuel,GW,0.4
Austria,2004,Fuel,GW,0.18
Austria,2004,Fuel,GW,0.03
Austria,2004,Fuel,GW,0.58
Austria,2004,Demand,TWh,64.93
Austria,2004,Demand per capita,MWh,7.94
Austria,2004,Aggregate fuel,%,64.05
Austria,2004,Aggregate fuel,%,35.94
Austria,2004,Aggregate fuel,%,23.15
Austria,2004,Aggregate fuel,%,62.52
Austria,2004,Aggregate fuel,%,64.05
Austria,2004,Aggregate fuel,%,1.53
Austria,2004,Aggregate fuel,TWh,39.62
Austria,2004,Aggregate fuel,TWh,22.23
Austria,2004,Aggregate fuel,TWh,14.32
Austria,2004,Aggregate fuel,TWh,38.67
Austria,2004,Aggregate fuel,TWh,39.62
Austria,2004,Aggregate fuel,TWh,0.95
Austria,2004,Fuel,%,3.09
Austria,2004,Fuel,%,12.79
Austria,2004,Fuel,%,17.7
Austria,2004,Fuel,%,59.43
Austria,2004,Fuel,%,0.0
Austria,2004,Fuel,%,5.45
Austria,2004,Fuel,%,0.0
Austria,2004,Fuel,%,0.03
Austria,2004,Fuel,%,1.5
Austria,2004,Fuel,TWh,1.91
Austria,2004,Fuel,TWh,7.91
Austria,2004,Fuel,TWh,10.95
Austria,2004,Fuel,TWh,36.76
Austria,2004,Fuel,TWh,0.0
Austria,2004,Fuel,TWh,3.37
Austria,2004,Fuel,TWh,0.0
Austria,2004,Fuel,TWh,0.02
Austria,2004,Fuel,TWh,0.93
Austria,2004,Total,TWh,61.85
Austria,2004,Electricity imports,TWh,3.08
Austria,2004,Aggregate fuel,mtCO2,1.29
Austria,2004,Aggregate fuel,mtCO2,14.75
Austria,2004,Aggregate fuel,mtCO2,7.12
Austria,2004,Aggregate fuel,mtCO2,1.28
Austria,2004,Aggregate fuel,mtCO2,1.29
Austria,2004,Aggregate fuel,mtCO2,0.01
Austria,2004,CO2 intensity,gCO2/kWh,259.34
Austria,2004,Fuel,mtCO2,0.41
Austria,2004,Fuel,mtCO2,7.63
Austria,2004,Fuel,mtCO2,4.9
Austria,2004,Fuel,mtCO2,0.87
Austria,2004,Fuel,mtCO2,0.0
Austria,2004,Fuel,mtCO2,2.22
Austria,2004,Fuel,mtCO2,0.0
Austria,2004,Fuel,mtCO2,0.0
Austria,2004,Fuel,mtCO2,0.01
Austria,2004,Total,mtCO2,16.04
Austria,2005,Aggregate fuel,GW,14.25
Austria,2005,Aggregate fuel,GW,4.16
Austria,2005,Aggregate fuel,GW,2.3
Austria,2005,Aggregate fuel,GW,13.4
Austria,2005,Aggregate fuel,GW,14.25
Austria,2005,Aggregate fuel,GW,0.85
Austria,2005,Fuel,GW,1.39
Austria,2005,Fuel,GW,1.86
Austria,2005,Fuel,GW,1.87
Austria,2005,Fuel,GW,11.8
Austria,2005,Fuel,GW,
Austria,2005,Fuel,GW,0.43
Austria,2005,Fuel,GW,0.21
Austria,2005,Fuel,GW,0.02
Austria,2005,Fuel,GW,0.83
Austria,2005,Demand,TWh,66.99
Austria,2005,Demand per capita,MWh,8.14
Austria,2005,Aggregate fuel,%,63.52
Austria,2005,Aggregate fuel,%,36.49
Austria,2005,Aggregate fuel,%,25.35
Austria,2005,Aggregate fuel,%,61.42
Austria,2005,Aggregate fuel,%,63.52
Austria,2005,Aggregate fuel,%,2.1
Austria,2005,Aggregate fuel,TWh,40.88
Austria,2005,Aggregate fuel,TWh,23.49
Austria,2005,Aggregate fuel,TWh,16.32
Austria,2005,Aggregate fuel,TWh,39.53
Austria,2005,Aggregate fuel,TWh,40.88
Austria,2005,Aggregate fuel,TWh,1.35
Austria,2005,Fuel,%,3.78
Austria,2005,Fuel,%,11.14
Austria,2005,Fuel,%,20.24
Austria,2005,Fuel,%,57.64
Austria,2005,Fuel,%,0.0
Austria,2005,Fuel,%,5.11
Austria,2005,Fuel,%,0.0
Austria,2005,Fuel,%,0.03
Austria,2005,Fuel,%,2.07
Austria,2005,Fuel,TWh,2.43
Austria,2005,Fuel,TWh,7.17
Austria,2005,Fuel,TWh,13.03
Austria,2005,Fuel,TWh,37.1
Austria,2005,Fuel,TWh,0.0
Austria,2005,Fuel,TWh,3.29
Austria,2005,Fuel,TWh,0.0
Austria,2005,Fuel,TWh,0.02
Austria,2005,Fuel,TWh,1.33
Austria,2005,Total,TWh,64.37
Austria,2005,Electricity imports,TWh,2.62
Austria,2005,Aggregate fuel,mtCO2,1.43
Austria,2005,Aggregate fuel,mtCO2,14.92
Austria,2005,Aggregate fuel,mtCO2,7.99
Austria,2005,Aggregate fuel,mtCO2,1.41
Austria,2005,Aggregate fuel,mtCO2,1.43
Austria,2005,Aggregate fuel,mtCO2,0.02
Austria,2005,CO2 intensity,gCO2/kWh,254.0
Austria,2005,Fuel,mtCO2,0.53
Austria,2005,Fuel,mtCO2,6.93
Austria,2005,Fuel,mtCO2,5.83
Austria,2005,Fuel,mtCO2,0.88
Austria,2005,Fuel,mtCO2,0.0
Austria,2005,Fuel,mtCO2,2.16
Austria,2005,Fuel,mtCO2,0.0
Austria,2005,Fuel,mtCO2,0.0
Austria,2005,Fuel,mtCO2,0.02
Austria,2005,Total,mtCO2,16.35
Austria,2006,Aggregate fuel,GW,14.66
Austria,2006,Aggregate fuel,GW,3.9
Austria,2006,Aggregate fuel,GW,2.37
Austria,2006,Aggregate fuel,GW,13.66
Austria,2006,Aggregate fuel,GW,14.66
Austria,2006,Aggregate fuel,GW,1.0
Austria,2006,Fuel,GW,1.61
Austria,2006,Fuel,GW,1.53
Austria,2006,Fuel,GW,1.87
Austria,2006,Fuel,GW,11.83
Austria,2006,Fuel,GW,
Austria,2006,Fuel,GW,0.5
Austria,2006,Fuel,GW,0.22
Austria,2006,Fuel,GW,0.03
Austria,2006,Fuel,GW,0.97
Austria,2006,Demand,TWh,68.55
Austria,2006,Demand per capita,MWh,8.29
Austria,2006,Aggregate fuel,%,65.35
Austria,2006,Aggregate fuel,%,34.64
Austria,2006,Aggregate fuel,%,22.79
Austria,2006,Aggregate fuel,%,62.51
Austria,2006,Aggregate fuel,%,65.35
Austria,2006,Aggregate fuel,%,2.84
Austria,2006,Aggregate fuel,TWh,40.66
Austria,2006,Aggregate fuel,TWh,21.55
Austria,2006,Aggregate fuel,TWh,14.18
Austria,2006,Aggregate fuel,TWh,38.89
Austria,2006,Aggregate fuel,TWh,40.66
Austria,2006,Aggregate fuel,TWh,1.77
Austria,2006,Fuel,%,5.19
Austria,2006,Fuel,%,11.85
Austria,2006,Fuel,%,17.15
Austria,2006,Fuel,%,57.32
Austria,2006,Fuel,%,0.0
Austria,2006,Fuel,%,5.64
Austria,2006,Fuel,%,0.0
Austria,2006,Fuel,%,0.03
Austria,2006,Fuel,%,2.81
Austria,2006,Fuel,TWh,3.23
Austria,2006,Fuel,TWh,7.37
Austria,2006,Fuel,TWh,10.67
Austria,2006,Fuel,TWh,35.66
Austria,2006,Fuel,TWh,0.0
Austria,2006,Fuel,TWh,3.51
Austria,2006,Fuel,TWh,0.0
Austria,2006,Fuel,TWh,0.02
Austria,2006,Fuel,TWh,1.75
Austria,2006,Total,TWh,62.21
Austria,2006,Electricity imports,TWh,6.34
Austria,2006,Aggregate fuel,mtCO2,1.57
Austria,2006,Aggregate fuel,mtCO2,14.17
Austria,2006,Aggregate fuel,mtCO2,7.08
Austria,2006,Aggregate fuel,mtCO2,1.55
Austria,2006,Aggregate fuel,mtCO2,1.57
Austria,2006,Aggregate fuel,mtCO2,0.02
Austria,2006,CO2 intensity,gCO2/kWh,253.01
Austria,2006,Fuel,mtCO2,0.7
Austria,2006,Fuel,mtCO2,7.09
Austria,2006,Fuel,mtCO2,4.77
Austria,2006,Fuel,mtCO2,0.85
Austria,2006,Fuel,mtCO2,0.0
Austria,2006,Fuel,mtCO2,2.31
Austria,2006,Fuel,mtCO2,0.0
Austria,2006,Fuel,mtCO2,0.0
Austria,2006,Fuel,mtCO2,0.02
Austria,2006,Total,mtCO2,15.74
Austria,2007,Aggregate fuel,GW,15.1
Austria,2007,Aggregate fuel,GW,3.89
Austria,2007,Aggregate fuel,GW,2.36
Austria,2007,Aggregate fuel,GW,14.08
Austria,2007,Aggregate fuel,GW,15.1
Austria,2007,Aggregate fuel,GW,1.02
Austria,2007,Fuel,GW,1.87
Austria,2007,Fuel,GW,1.53
Austria,2007,Fuel,GW,1.87
Austria,2007,Fuel,GW,11.99
Austria,2007,Fuel,GW,
Austria,2007,Fuel,GW,0.49
Austria,2007,Fuel,GW,0.22
Austria,2007,Fuel,GW,0.03
Austria,2007,Fuel,GW,0.99
Austria,2007,Demand,TWh,68.85
Austria,2007,Demand per capita,MWh,8.3
Austria,2007,Aggregate fuel,%,68.71
Austria,2007,Aggregate fuel,%,31.29
Austria,2007,Aggregate fuel,%,20.79
Austria,2007,Aggregate fuel,%,65.43
Austria,2007,Aggregate fuel,%,68.71
Austria,2007,Aggregate fuel,%,3.28
Austria,2007,Aggregate fuel,TWh,43.17
Austria,2007,Aggregate fuel,TWh,19.66
Austria,2007,Aggregate fuel,TWh,13.06
Austria,2007,Aggregate fuel,TWh,41.11
Austria,2007,Aggregate fuel,TWh,43.17
Austria,2007,Aggregate fuel,TWh,2.06
Austria,2007,Fuel,%,6.46
Austria,2007,Fuel,%,10.5
Austria,2007,Fuel,%,15.76
Austria,2007,Fuel,%,58.97
Austria,2007,Fuel,%,0.0
Austria,2007,Fuel,%,5.03
Austria,2007,Fuel,%,0.0
Austria,2007,Fuel,%,0.03
Austria,2007,Fuel,%,3.25
Austria,2007,Fuel,TWh,4.06
Austria,2007,Fuel,TWh,6.6
Austria,2007,Fuel,TWh,9.9
Austria,2007,Fuel,TWh,37.05
Austria,2007,Fuel,TWh,0.0
Austria,2007,Fuel,TWh,3.16
Austria,2007,Fuel,TWh,0.0
Austria,2007,Fuel,TWh,0.02
Austria,2007,Fuel,TWh,2.04
Austria,2007,Total,TWh,62.83
Austria,2007,Electricity imports,TWh,6.02
Austria,2007,Aggregate fuel,mtCO2,1.79
Austria,2007,Aggregate fuel,mtCO2,12.83
Austria,2007,Aggregate fuel,mtCO2,6.51
Austria,2007,Aggregate fuel,mtCO2,1.76
Austria,2007,Aggregate fuel,mtCO2,1.79
Austria,2007,Aggregate fuel,mtCO2,0.03
Austria,2007,CO2 intensity,gCO2/kWh,232.69
Austria,2007,Fuel,mtCO2,0.88
Austria,2007,Fuel,mtCO2,6.32
Austria,2007,Fuel,mtCO2,4.43
Austria,2007,Fuel,mtCO2,0.88
Austria,2007,Fuel,mtCO2,0.0
Austria,2007,Fuel,mtCO2,2.08
Austria,2007,Fuel,mtCO2,0.0
Austria,2007,Fuel,mtCO2,0.0
Austria,2007,Fuel,mtCO2,0.03
Austria,2007,Total,mtCO2,14.62
Austria,2008,Aggregate fuel,GW,15.56
Austria,2008,Aggregate fuel,GW,4.24
Austria,2008,Aggregate fuel,GW,2.78
Austria,2008,Aggregate fuel,GW,14.54
Austria,2008,Aggregate fuel,GW,15.56
Austria,2008,Aggregate fuel,GW,1.02
Austria,2008,Fuel,GW,1.88
Austria,2008,Fuel,GW,1.46
Austria,2008,Fuel,GW,2.28
Austria,2008,Fuel,GW,12.44
Austria,2008,Fuel,GW,
Austria,2008,Fuel,GW,0.5
Austria,2008,Fuel,GW,0.22
Austria,2008,Fuel,GW,0.03
Austria,2008,Fuel,GW,0.99
Austria,2008,Demand,TWh,69.24
Austria,2008,Demand per capita,MWh,8.32
Austria,2008,Aggregate fuel,%,69.17
Austria,2008,Aggregate fuel,%,30.84
Austria,2008,Aggregate fuel,%,22.25
Austria,2008,Aggregate fuel,%,66.0
Austria,2008,Aggregate fuel,%,69.17
Austria,2008,Aggregate fuel,%,3.17
Austria,2008,Aggregate fuel,TWh,44.53
Austria,2008,Aggregate fuel,TWh,19.85
Austria,2008,Aggregate fuel,TWh,14.32
Austria,2008,Aggregate fuel,TWh,42.49
Austria,2008,Aggregate fuel,TWh,44.53
Austria,2008,Aggregate fuel,TWh,2.04
Austria,2008,Fuel,%,6.46
Austria,2008,Fuel,%,8.59
Austria,2008,Fuel,%,17.37
Austria,2008,Fuel,%,59.54
Austria,2008,Fuel,%,0.0
Austria,2008,Fuel,%,4.88
Austria,2008,Fuel,%,0.0
Austria,2008,Fuel,%,0.05
Austria,2008,Fuel,%,3.12
Austria,2008,Fuel,TWh,4.16
Austria,2008,Fuel,TWh,5.53
Austria,2008,Fuel,TWh,11.18
Austria,2008,Fuel,TWh,38.33
Austria,2008,Fuel,TWh,0.0
Austria,2008,Fuel,TWh,3.14
Austria,2008,Fuel,TWh,0.0
Austria,2008,Fuel,TWh,0.03
Austria,2008,Fuel,TWh,2.01
Austria,2008,Total,TWh,64.38
Austria,2008,Electricity imports,TWh,4.86
Austria,2008,Aggregate fuel,mtCO2,1.83
Austria,2008,Aggregate fuel,mtCO2,12.36
Austria,2008,Aggregate fuel,mtCO2,7.07
Austria,2008,Aggregate fuel,mtCO2,1.81
Austria,2008,Aggregate fuel,mtCO2,1.83
Austria,2008,Aggregate fuel,mtCO2,0.02
Austria,2008,CO2 intensity,gCO2/kWh,220.41
Austria,2008,Fuel,mtCO2,0.9
Austria,2008,Fuel,mtCO2,5.29
Austria,2008,Fuel,mtCO2,5.0
Austria,2008,Fuel,mtCO2,0.91
Austria,2008,Fuel,mtCO2,0.0
Austria,2008,Fuel,mtCO2,2.07
Austria,2008,Fuel,mtCO2,0.0
Austria,2008,Fuel,mtCO2,0.0
Austria,2008,Fuel,mtCO2,0.02
Austria,2008,Total,mtCO2,14.19
Austria,2009,Aggregate fuel,GW,15.86
Austria,2009,Aggregate fuel,GW,5.46
Austria,2009,Aggregate fuel,GW,4.0
Austria,2009,Aggregate fuel,GW,14.81
Austria,2009,Aggregate fuel,GW,15.86
Austria,2009,Aggregate fuel,GW,1.05
Austria,2009,Fuel,GW,1.94
Austria,2009,Fuel,GW,1.46
Austria,2009,Fuel,GW,3.46
Austria,2009,Fuel,GW,12.63
Austria,2009,Fuel,GW,
Austria,2009,Fuel,GW,0.54
Austria,2009,Fuel,GW,0.24
Austria,2009,Fuel,GW,0.05
Austria,2009,Fuel,GW,1.0
Austria,2009,Demand,TWh,66.99
Austria,2009,Demand per capita,MWh,8.03
Austria,2009,Aggregate fuel,%,71.26
Austria,2009,Aggregate fuel,%,28.75
Austria,2009,Aggregate fuel,%,23.07
Austria,2009,Aggregate fuel,%,68.23
Austria,2009,Aggregate fuel,%,71.26
Austria,2009,Aggregate fuel,%,3.03
Austria,2009,Aggregate fuel,TWh,47.18
Austria,2009,Aggregate fuel,TWh,19.03
Austria,2009,Aggregate fuel,TWh,15.27
Austria,2009,Aggregate fuel,TWh,45.18
Austria,2009,Aggregate fuel,TWh,47.18
Austria,2009,Aggregate fuel,TWh,2.0
Austria,2009,Fuel,%,6.46
Austria,2009,Fuel,%,5.68
Austria,2009,Fuel,%,18.64
Austria,2009,Fuel,%,61.77
Austria,2009,Fuel,%,0.0
Austria,2009,Fuel,%,4.43
Austria,2009,Fuel,%,0.0
Austria,2009,Fuel,%,0.08
Austria,2009,Fuel,%,2.95
Austria,2009,Fuel,TWh,4.28
Austria,2009,Fuel,TWh,3.76
Austria,2009,Fuel,TWh,12.34
Austria,2009,Fuel,TWh,40.9
Austria,2009,Fuel,TWh,0.0
Austria,2009,Fuel,TWh,2.93
Austria,2009,Fuel,TWh,0.0
Austria,2009,Fuel,TWh,0.05
Austria,2009,Fuel,TWh,1.95
Austria,2009,Total,TWh,66.21
Austria,2009,Electricity imports,TWh,0.78
Austria,2009,Aggregate fuel,mtCO2,1.92
Austria,2009,Aggregate fuel,mtCO2,11.05
Austria,2009,Aggregate fuel,mtCO2,7.45
Austria,2009,Aggregate fuel,mtCO2,1.9
Austria,2009,Aggregate fuel,mtCO2,1.92
Austria,2009,Aggregate fuel,mtCO2,0.02
Austria,2009,CO2 intensity,gCO2/kWh,195.89
Austria,2009,Fuel,mtCO2,0.93
Austria,2009,Fuel,mtCO2,3.6
Austria,2009,Fuel,mtCO2,5.52
Austria,2009,Fuel,mtCO2,0.97
Austria,2009,Fuel,mtCO2,0.0
